Datetime,Open,High,Low,Close,Volume
2025-04-09 13:30:00+00:00,4965.27978515625,4967.009765625,4956.580078125,4960.56982421875,0
2025-04-09 13:31:00+00:00,4961.2998046875,4976.56982421875,4956.0,4972.97998046875,19562367
2025-04-09 13:32:00+00:00,4973.08984375,4984.7099609375,4970.8701171875,4983.47998046875,18682707
2025-04-09 13:33:00+00:00,4983.27978515625,4984.72998046875,4973.080078125,4983.64013671875,18917133
2025-04-09 13:34:00+00:00,4982.97021484375,4984.14013671875,4967.240234375,4969.330078125,17603755
2025-04-09 13:35:00+00:00,4969.31005859375,4982.66015625,4966.64990234375,4976.31005859375,15779698
2025-04-09 13:36:00+00:00,4977.2001953125,4980.60009765625,4965.25,4971.02001953125,16641888
2025-04-09 13:37:00+00:00,4971.1201171875,4972.830078125,4960.0498046875,4962.64990234375,16750408
2025-04-09 13:38:00+00:00,4962.2900390625,4993.72998046875,4960.31005859375,4993.39990234375,18093360
2025-04-09 13:39:00+00:00,4996.080078125,5010.7001953125,4992.89013671875,5010.43994140625,17410880
2025-04-09 13:40:00+00:00,5011.27001953125,5019.4599609375,5006.419921875,5019.4599609375,18730577
2025-04-09 13:41:00+00:00,5019.7099609375,5036.02001953125,5014.91015625,5030.919921875,18652430
2025-04-09 13:42:00+00:00,5031.06005859375,5031.330078125,5020.14013671875,5021.27978515625,13804393
2025-04-09 13:43:00+00:00,5020.93017578125,5026.6201171875,5013.56982421875,5013.56982421875,14495278
2025-04-09 13:44:00+00:00,5011.740234375,5011.740234375,4990.919921875,4992.1201171875,16388394
2025-04-09 13:45:00+00:00,4992.4501953125,5001.97021484375,4987.35009765625,4987.35009765625,15426081
2025-04-09 13:46:00+00:00,4987.85986328125,4993.419921875,4986.169921875,4988.31982421875,12149357
2025-04-09 13:47:00+00:00,4988.509765625,4989.18017578125,4975.33984375,4983.39990234375,12848992
2025-04-09 13:48:00+00:00,4983.75,4991.60009765625,4978.97998046875,4990.4501953125,12354659
2025-04-09 13:49:00+00:00,4991.08984375,5002.56982421875,4985.22998046875,5002.56982421875,15331052
2025-04-09 13:50:00+00:00,5002.68994140625,5006.5,4999.06005859375,5003.02978515625,12655076
2025-04-09 13:51:00+00:00,5002.6201171875,5015.39990234375,5000.7099609375,5014.18017578125,12802033
2025-04-09 13:52:00+00:00,5014.43017578125,5023.9501953125,5014.0498046875,5016.14990234375,14550793
2025-04-09 13:53:00+00:00,5016.35009765625,5025.2001953125,5014.52978515625,5025.2001953125,10746955
2025-04-09 13:54:00+00:00,5025.25,5025.25,5013.0400390625,5020.06982421875,12242257
2025-04-09 13:55:00+00:00,5020.419921875,5022.919921875,5015.18017578125,5019.580078125,10792029
2025-04-09 13:56:00+00:00,5020.740234375,5028.990234375,5020.39013671875,5028.990234375,11424901
2025-04-09 13:57:00+00:00,5029.5,5029.64013671875,5020.080078125,5022.02001953125,11033176
2025-04-09 13:58:00+00:00,5021.64990234375,5025.990234375,5012.77978515625,5022.89990234375,12136743
2025-04-09 13:59:00+00:00,5022.64990234375,5023.7900390625,5016.2900390625,5017.06982421875,7147189
2025-04-09 14:00:00+00:00,5043.06005859375,5043.06005859375,5039.7998046875,5039.7998046875,26483313
2025-04-09 14:01:00+00:00,5039.72021484375,5046.68994140625,5037.759765625,5045.7900390625,12795328
2025-04-09 14:02:00+00:00,5043.7001953125,5046.2900390625,5041.08984375,5042.2998046875,13456285
2025-04-09 14:03:00+00:00,5042.02001953125,5052.009765625,5037.39990234375,5038.7001953125,13780071
2025-04-09 14:04:00+00:00,5038.77978515625,5038.77978515625,5031.7998046875,5036.3701171875,10712237
2025-04-09 14:05:00+00:00,5037.169921875,5037.27001953125,5020.6298828125,5021.0498046875,11915832
2025-04-09 14:06:00+00:00,5021.669921875,5021.669921875,5003.1298828125,5007.8798828125,15939453
2025-04-09 14:07:00+00:00,5007.75,5007.75,4996.08984375,5000.43017578125,12210789
2025-04-09 14:08:00+00:00,5000.2900390625,5007.75,4999.02001953125,5007.68017578125,9661888
2025-04-09 14:09:00+00:00,5007.64013671875,5009.72998046875,5002.1298828125,5003.02001953125,10528906
2025-04-09 14:10:00+00:00,5002.75,5013.83984375,4999.7998046875,5013.830078125,11531087
2025-04-09 14:11:00+00:00,5015.080078125,5019.7998046875,5012.60009765625,5017.2099609375,10735895
2025-04-09 14:12:00+00:00,5016.0,5018.7001953125,5008.56005859375,5008.56005859375,9671004
2025-04-09 14:13:00+00:00,5008.10986328125,5008.33984375,4997.77978515625,4999.3798828125,10536440
2025-04-09 14:14:00+00:00,4999.02978515625,4999.02978515625,4986.08984375,4990.0498046875,11414344
2025-04-09 14:15:00+00:00,4990.47021484375,5001.009765625,4990.47021484375,4994.990234375,10560141
2025-04-09 14:16:00+00:00,4994.509765625,4999.759765625,4994.10986328125,4999.18994140625,8235250
2025-04-09 14:17:00+00:00,4998.97021484375,5006.41015625,4995.009765625,5006.33984375,11564727
2025-04-09 14:18:00+00:00,5006.60009765625,5007.56982421875,5002.47998046875,5003.77978515625,9738753
2025-04-09 14:19:00+00:00,5003.7998046875,5008.06005859375,4996.72021484375,5006.759765625,11626442
2025-04-09 14:20:00+00:00,5006.0498046875,5011.81982421875,5003.66015625,5005.1298828125,10664706
2025-04-09 14:21:00+00:00,5005.68017578125,5010.22021484375,4997.64990234375,4997.97021484375,10463551
2025-04-09 14:22:00+00:00,4998.56982421875,4998.85986328125,4986.5,4994.64013671875,12206767
2025-04-09 14:23:00+00:00,4994.5498046875,5017.330078125,4994.3798828125,5011.9599609375,14076047
2025-04-09 14:24:00+00:00,5012.009765625,5019.490234375,5007.89990234375,5007.919921875,10764541
2025-04-09 14:25:00+00:00,5007.669921875,5009.85986328125,5003.3798828125,5004.0400390625,9083713
2025-04-09 14:26:00+00:00,5003.56982421875,5006.52001953125,4999.7998046875,5001.64013671875,8158589
2025-04-09 14:27:00+00:00,5002.52978515625,5002.52978515625,4995.35986328125,4996.33984375,8311553
2025-04-09 14:28:00+00:00,4996.580078125,4999.35009765625,4990.3701171875,4997.47021484375,12097321
2025-04-09 14:29:00+00:00,4997.52978515625,5010.39990234375,4997.52978515625,5007.8798828125,9140817
2025-04-09 14:30:00+00:00,5007.89990234375,5009.66015625,5004.27978515625,5009.66015625,9005035
2025-04-09 14:31:00+00:00,5009.669921875,5024.43017578125,5008.18994140625,5019.830078125,12189440
2025-04-09 14:32:00+00:00,5018.9599609375,5029.02001953125,5017.35986328125,5026.35986328125,10637929
2025-04-09 14:33:00+00:00,5026.3701171875,5031.9599609375,5022.41015625,5024.06005859375,13255646
2025-04-09 14:34:00+00:00,5023.8798828125,5032.66015625,5023.8798828125,5027.77978515625,9960460
2025-04-09 14:35:00+00:00,5028.1201171875,5028.4501953125,5022.56982421875,5027.39013671875,8808511
2025-04-09 14:36:00+00:00,5027.4501953125,5027.4501953125,5020.31005859375,5020.8701171875,8083705
2025-04-09 14:37:00+00:00,5021.31005859375,5021.31005859375,5011.740234375,5014.5400390625,9546409
2025-04-09 14:38:00+00:00,5014.68994140625,5014.81005859375,5007.10986328125,5008.60986328125,8428000
2025-04-09 14:39:00+00:00,5009.0400390625,5009.0400390625,5002.8701171875,5006.25,7800000
2025-04-09 14:40:00+00:00,5006.240234375,5006.240234375,4996.18017578125,5003.14013671875,9341000
2025-04-09 14:41:00+00:00,5003.27001953125,5003.68017578125,4998.6298828125,5001.02001953125,7505000
2025-04-09 14:42:00+00:00,5002.2099609375,5006.419921875,5000.75,5005.58984375,9483000
2025-04-09 14:43:00+00:00,5005.52001953125,5005.52001953125,5000.27978515625,5001.6298828125,7983000
2025-04-09 14:44:00+00:00,5002.43994140625,5002.43994140625,4993.7998046875,4995.02978515625,8142000
2025-04-09 14:45:00+00:00,4995.0,4999.91015625,4993.14013671875,4999.259765625,9346000
2025-04-09 14:46:00+00:00,4999.419921875,5009.31982421875,4999.419921875,5007.4599609375,10049000
2025-04-09 14:47:00+00:00,5007.08984375,5014.72021484375,5006.02001953125,5007.39990234375,9970000
2025-04-09 14:48:00+00:00,5006.72998046875,5006.990234375,4994.43017578125,4995.759765625,10056000
2025-04-09 14:49:00+00:00,4995.919921875,4995.919921875,4984.56005859375,4986.7001953125,8987000
2025-04-09 14:50:00+00:00,4986.68017578125,4990.2001953125,4980.10986328125,4980.72021484375,9539000
2025-04-09 14:51:00+00:00,4980.25,4980.25,4971.509765625,4972.85986328125,11918000
2025-04-09 14:52:00+00:00,4972.919921875,4973.4501953125,4959.72998046875,4959.75,13939000
2025-04-09 14:53:00+00:00,4957.830078125,4962.93017578125,4957.830078125,4961.9599609375,9751000
2025-04-09 14:54:00+00:00,4961.56005859375,4964.27978515625,4955.5498046875,4964.27978515625,11168000
2025-04-09 14:55:00+00:00,4963.18017578125,4968.9599609375,4963.18017578125,4967.4501953125,10833000
2025-04-09 14:56:00+00:00,4966.97998046875,4968.16015625,4955.580078125,4955.580078125,10754000
2025-04-09 14:57:00+00:00,4955.759765625,4963.52001953125,4955.759765625,4963.4501953125,10115000
2025-04-09 14:58:00+00:00,4963.97998046875,4965.93994140625,4957.68017578125,4957.8701171875,10009000
2025-04-09 14:59:00+00:00,4957.39990234375,4957.39990234375,4949.52978515625,4949.85009765625,11868000
2025-04-09 15:00:00+00:00,4949.68017578125,4958.08984375,4948.43017578125,4957.33984375,11591000
2025-04-09 15:01:00+00:00,4957.22998046875,4960.14990234375,4952.75,4960.10009765625,9636000
2025-04-09 15:02:00+00:00,4959.7998046875,4961.490234375,4953.83984375,4954.47998046875,8299000
2025-04-09 15:03:00+00:00,4954.56982421875,4961.009765625,4952.22998046875,4961.009765625,8671000
2025-04-09 15:04:00+00:00,4960.6201171875,4973.02978515625,4960.39990234375,4972.97021484375,10469000
2025-04-09 15:05:00+00:00,4972.52001953125,4981.33984375,4968.919921875,4979.2001953125,12879000
2025-04-09 15:06:00+00:00,4979.490234375,4994.16015625,4976.81982421875,4988.91015625,11745000
2025-04-09 15:07:00+00:00,4988.47998046875,4988.47998046875,4979.83984375,4982.77001953125,8490000
2025-04-09 15:08:00+00:00,4983.1298828125,4990.3701171875,4983.1298828125,4985.60009765625,8647000
2025-04-09 15:09:00+00:00,4985.58984375,4986.56982421875,4983.22998046875,4985.3798828125,7704000
2025-04-09 15:10:00+00:00,4985.47021484375,4989.02978515625,4984.27978515625,4986.8798828125,7952000
2025-04-09 15:11:00+00:00,4986.830078125,4992.2998046875,4986.22998046875,4989.31005859375,8363000
2025-04-09 15:12:00+00:00,4989.56005859375,4990.990234375,4983.9599609375,4986.02001953125,8004000
2025-04-09 15:13:00+00:00,4986.02001953125,4986.02001953125,4977.72998046875,4980.68017578125,8250000
2025-04-09 15:14:00+00:00,4981.009765625,4987.56005859375,4981.009765625,4983.240234375,7893000
2025-04-09 15:15:00+00:00,4983.27978515625,5001.75,4983.27978515625,5001.39013671875,13017000
2025-04-09 15:16:00+00:00,5002.4599609375,5006.8701171875,4999.669921875,4999.669921875,11100000
2025-04-09 15:17:00+00:00,4999.7001953125,5002.72021484375,4999.3701171875,5002.009765625,7633000
2025-04-09 15:18:00+00:00,5002.14990234375,5002.81005859375,4994.97998046875,4999.10986328125,9795000
2025-04-09 15:19:00+00:00,4999.43017578125,5003.3701171875,4998.25,5001.35009765625,9281000
2025-04-09 15:20:00+00:00,5001.47021484375,5005.58984375,5001.3798828125,5005.330078125,8800000
2025-04-09 15:21:00+00:00,5005.7998046875,5013.72021484375,5005.7998046875,5008.22998046875,11206000
2025-04-09 15:22:00+00:00,5008.02001953125,5008.330078125,5003.85009765625,5003.85009765625,6212000
2025-04-09 15:23:00+00:00,5003.6201171875,5005.93994140625,5002.31982421875,5005.1298828125,8199000
2025-04-09 15:24:00+00:00,5005.52978515625,5012.02001953125,5005.52978515625,5011.240234375,11490000
2025-04-09 15:25:00+00:00,5011.33984375,5011.33984375,5005.3798828125,5007.33984375,8180000
2025-04-09 15:26:00+00:00,5007.33984375,5008.35009765625,5004.60009765625,5005.85009765625,6918000
2025-04-09 15:27:00+00:00,5006.31982421875,5011.72021484375,5006.31982421875,5009.5400390625,13867000
2025-04-09 15:28:00+00:00,5010.47021484375,5010.47021484375,5002.06005859375,5002.56005859375,8596000
2025-04-09 15:29:00+00:00,5002.759765625,5003.330078125,4999.5400390625,5000.1201171875,7291000
2025-04-09 15:30:00+00:00,4999.97998046875,5008.0498046875,4996.7900390625,5008.0498046875,10108000
2025-04-09 15:31:00+00:00,5010.080078125,5011.85009765625,5005.89990234375,5005.89990234375,8790000
2025-04-09 15:32:00+00:00,5005.89990234375,5006.56982421875,4994.419921875,4998.4599609375,8694000
2025-04-09 15:33:00+00:00,4998.18994140625,4998.18994140625,4987.72021484375,4990.27978515625,8921000
2025-04-09 15:34:00+00:00,4990.6201171875,4993.77978515625,4990.2998046875,4990.9599609375,5897000
2025-04-09 15:35:00+00:00,4990.669921875,4994.31005859375,4982.31982421875,4982.419921875,10738000
2025-04-09 15:36:00+00:00,4982.06982421875,4990.5400390625,4981.4599609375,4989.75,6371000
2025-04-09 15:37:00+00:00,4989.18994140625,4995.7099609375,4988.4501953125,4991.6201171875,6295000
2025-04-09 15:38:00+00:00,4991.66015625,4993.08984375,4986.9501953125,4988.330078125,6502000
2025-04-09 15:39:00+00:00,4988.41015625,4988.43994140625,4978.2900390625,4979.4501953125,7569000
2025-04-09 15:40:00+00:00,4978.93994140625,4981.240234375,4978.1201171875,4979.759765625,6526000
2025-04-09 15:41:00+00:00,4979.64990234375,4980.35986328125,4971.58984375,4971.58984375,9229000
2025-04-09 15:42:00+00:00,4972.10009765625,4974.0,4969.22998046875,4972.0498046875,7108000
2025-04-09 15:43:00+00:00,4971.6298828125,4974.0498046875,4970.64013671875,4972.68017578125,6727000
2025-04-09 15:44:00+00:00,4973.16015625,4973.39013671875,4967.02978515625,4969.89013671875,8040000
2025-04-09 15:45:00+00:00,4969.91015625,4978.830078125,4969.91015625,4977.85986328125,7250000
2025-04-09 15:46:00+00:00,4977.7998046875,4978.8701171875,4975.64990234375,4978.5,7203000
2025-04-09 15:47:00+00:00,4978.35986328125,5000.7900390625,4977.89013671875,4995.35986328125,18944000
2025-04-09 15:48:00+00:00,4995.080078125,5002.91015625,4992.06982421875,5002.91015625,9396000
2025-04-09 15:49:00+00:00,5002.77978515625,5006.35009765625,4993.06982421875,4994.6298828125,9020000
2025-04-09 15:50:00+00:00,4994.47998046875,4999.68994140625,4990.39990234375,4998.740234375,7068000
2025-04-09 15:51:00+00:00,4998.66015625,4999.66015625,4993.81982421875,4994.89990234375,6454000
2025-04-09 15:52:00+00:00,4994.85986328125,4996.0,4993.68017578125,4995.56982421875,5739000
2025-04-09 15:53:00+00:00,4995.81005859375,4998.47021484375,4990.97998046875,4990.97998046875,5653000
2025-04-09 15:54:00+00:00,4991.06982421875,4991.60986328125,4985.89013671875,4986.75,8789000
2025-04-09 15:55:00+00:00,4986.66015625,4987.080078125,4980.56982421875,4980.66015625,6582000
2025-04-09 15:56:00+00:00,4980.580078125,4980.580078125,4973.7998046875,4976.6201171875,7500000
2025-04-09 15:57:00+00:00,4976.58984375,4977.10009765625,4973.759765625,4974.18994140625,5934000
2025-04-09 15:58:00+00:00,4974.18017578125,4977.259765625,4972.919921875,4972.919921875,6809000
2025-04-09 15:59:00+00:00,4972.8798828125,4978.18994140625,4971.77001953125,4977.64013671875,6759000
2025-04-09 16:00:00+00:00,4977.5,4977.5,4970.490234375,4971.2001953125,8306000
2025-04-09 16:01:00+00:00,4971.31982421875,4971.31982421875,4966.580078125,4968.1298828125,6303000
2025-04-09 16:02:00+00:00,4968.419921875,4976.41015625,4968.419921875,4976.080078125,6228000
2025-04-09 16:03:00+00:00,4976.0,4982.77001953125,4974.33984375,4978.16015625,6982000
2025-04-09 16:04:00+00:00,4978.02001953125,4978.43994140625,4975.06982421875,4975.06982421875,5379000
2025-04-09 16:05:00+00:00,4975.02001953125,4982.509765625,4973.02978515625,4982.509765625,6452000
2025-04-09 16:06:00+00:00,4982.60009765625,4986.2900390625,4980.93017578125,4980.9501953125,6064000
